# r [fm], rho_B, rho_p, rho_n
  0.00  0.0000E+00  0.0000E+00  0.0000E+00
  0.01  0.0000E+00  0.0000E+00  0.0000E+00
  0.02  0.0000E+00  0.0000E+00  0.0000E+00
  0.03  0.0000E+00  0.0000E+00  0.0000E+00
  0.04  0.0000E+00  0.0000E+00  0.0000E+00
  0.05  0.0000E+00  0.0000E+00  0.0000E+00
  0.06  0.0000E+00  0.0000E+00  0.0000E+00
  0.07  0.0000E+00  0.0000E+00  0.0000E+00
  0.08  0.0000E+00  0.0000E+00  0.0000E+00
  0.09  0.0000E+00  0.0000E+00  0.0000E+00
  0.10  0.0000E+00  0.0000E+00  0.0000E+00
  0.11  0.0000E+00  0.0000E+00  0.0000E+00
  0.12  0.0000E+00  0.0000E+00  0.0000E+00
  0.13  0.0000E+00  0.0000E+00  0.0000E+00
  0.14  0.0000E+00  0.0000E+00  0.0000E+00
  0.15  0.0000E+00  0.0000E+00  0.0000E+00
  0.16  0.0000E+00  0.0000E+00  0.0000E+00
  0.17  0.0000E+00  0.0000E+00  0.0000E+00
  0.18  0.0000E+00  0.0000E+00  0.0000E+00
  0.19  0.0000E+00  0.0000E+00  0.0000E+00
  0.20  0.0000E+00  0.0000E+00  0.0000E+00
  0.21  0.0000E+00  0.0000E+00  0.0000E+00
  0.22  0.0000E+00  0.0000E+00  0.0000E+00
  0.23  0.0000E+00  0.0000E+00  0.0000E+00
  0.24  0.0000E+00  0.0000E+00  0.0000E+00
  0.25  0.0000E+00  0.0000E+00  0.0000E+00
  0.26  0.0000E+00  0.0000E+00  0.0000E+00
  0.27  0.0000E+00  0.0000E+00  0.0000E+00
  0.28  0.0000E+00  0.0000E+00  0.0000E+00
  0.29  0.0000E+00  0.0000E+00  0.0000E+00
  0.30  0.0000E+00  0.0000E+00  0.0000E+00
  0.31  0.0000E+00  0.0000E+00  0.0000E+00
  0.32  0.0000E+00  0.0000E+00  0.0000E+00
  0.33  0.0000E+00  0.0000E+00  0.0000E+00
  0.34  0.0000E+00  0.0000E+00  0.0000E+00
  0.35  0.0000E+00  0.0000E+00  0.0000E+00
  0.36  0.0000E+00  0.0000E+00  0.0000E+00
  0.37  0.0000E+00  0.0000E+00  0.0000E+00
  0.38  0.0000E+00  0.0000E+00  0.0000E+00
  0.39  0.0000E+00  0.0000E+00  0.0000E+00
  0.40  0.0000E+00  0.0000E+00  0.0000E+00
  0.41  0.0000E+00  0.0000E+00  0.0000E+00
  0.42  0.0000E+00  0.0000E+00  0.0000E+00
  0.43  0.0000E+00  0.0000E+00  0.0000E+00
  0.44  0.0000E+00  0.0000E+00  0.0000E+00
  0.45  0.0000E+00  0.0000E+00  0.0000E+00
  0.46  0.0000E+00  0.0000E+00  0.0000E+00
  0.47  0.0000E+00  0.0000E+00  0.0000E+00
